ano,sigla_uf,id_municipio,raca_cor,sexo,localizacao,idhm,idhm_l,idhm_e,idhm_r,idhm_subescolaridade,idhm_subfrequencia,prosperidade_social,proporcao_vulnerabilidade_socioeconomica,proporcao_sem_agua_esgoto,proporcao_sem_coleta,renda_per_capita,proporcao_sem_renda_18_mais,renda_trabalho,proporcao_vulneravel,razao_dependencia,fecundidade_total,taxa_envelhecimento,mortalidade_1_menos,proporcao_crianca_fora_escola_6_14,proporcao_analfabetismo_18_mais,proporcao_fundamental_completo_18_mais,proporcao_medio_completo_18_20,expectativa_vida,populacao_18_mais,populacao_65_mais
2000,MG,3162948,total,total,total,0.667,0.817,0.544,0.669,0.332,0.696,alto,1.83,0.0,3.85,514.16,4.69,77.69,44.01,50.86,2.22,4.96,17.7,1.2,10.39,33.2,28.03,74.04,3906,300
2000,MG,3106200,total,total,total,0.731,0.837,0.618,0.755,0.619,0.617,alto,14.66,0.37,0.89,878.35,0.64,77.1,22.72,42.76,1.37,6.74,17.3,1.18,2.89,61.94,32.56,75.21,5543,519
2000,MG,3106200,total,total,total,0.783,0.85,0.699,0.807,0.697,0.7,muito alto,3.38,0.0,0.22,1212.31,1.58,71.18,10.73,40.62,1.3,10.67,15.9,2.66,2.13,69.69,45.01,75.99,8258,1145
2000,MG,3106200,total,total,total,0.684,0.807,0.582,0.681,0.488,0.636,baixo,20.5,0.09,1.27,555.55,1.24,75.16,29.86,50.47,1.62,2.97,20.8,3.63,8.61,48.84,35.66,73.42,616,29
2000,MG,3106200,total,total,total,0.621,0.766,0.499,0.628,0.382,0.571,baixo,39.83,2.7,2.64,398.02,0.91,79.33,45.4,47.29,2.15,3.49,26.3,3.02,6.48,38.15,30.19,70.94,5352,287
2000,MG,3109006,total,total,total,0.534,0.72,0.36,0.587,0.209,0.472,muito baixo,7.81,11.29,35.07,307.79,0.98,67.68,61.47,59.41,2.59,4.62,33.4,1.47,11.58,20.9,11.39,68.2,3014,226
2000,MG,3118601,total,total,total,0.735,0.829,0.647,0.74,0.599,0.673,muito alto,8.45,0.49,3.03,799.86,2.4,83.93,18.34,48.7,1.64,3.2,18.16,1.48,4.97,59.88,40.28,74.75,352,18
2000,MG,3118601,total,total,total,0.708,0.813,0.623,0.7,0.557,0.658,alto,9.74,0.0,1.21,623.8,1.27,80.19,22.94,51.14,1.74,2.34,20.0,3.4,4.98,55.72,41.32,73.78,2665,99
2000,MG,3140704,total,total,total,0.69,0.817,0.567,0.709,0.467,0.625,médio,12.58,1.59,5.74,658.62,1.05,81.65,30.09,44.71,2.1,5.73,19.6,2.54,6.08,46.73,35.28,74.01,3440,287
2000,MG,3154606,total,total,total,0.598,0.75,0.472,0.605,0.328,0.566,muito baixo,44.34,2.76,14.5,346.18,1.74,84.48,47.2,51.46,2.28,2.79,28.6,3.95,9.45,32.75,22.48,69.97,8486,376
2000,SP,3508405,total,total,total,0.626,0.794,0.455,0.679,0.329,0.536,médio,10.13,0.52,3.42,545.71,1.46,81.93,32.02,54.66,2.56,4.01,18.5,5.95,10.72,32.89,23.25,72.61,20732,1328
2000,SP,3510203,total,total,total,0.579,0.749,0.417,0.62,0.297,0.494,muito baixo,13.76,3.23,2.07,379.53,2.74,77.87,61.18,59.76,2.73,5.6,23.7,10.87,12.53,29.67,30.31,69.93,29054,2615
2000,SP,3525201,total,total,total,0.604,0.77,0.408,0.702,0.325,0.457,médio,6.18,0.95,11.39,629.82,4.61,80.05,37.97,53.86,2.67,5.63,21.2,9.05,12.78,32.51,20.73,71.18,10927,959
2000,SP,3537909,total,total,total,0.623,0.74,0.499,0.655,0.318,0.624,médio,4.65,0.88,0.46,470.75,6.55,83.76,60.9,56.94,2.4,5.52,24.8,4.39,13.36,31.83,27.16,69.39,15068,1322
2000,SP,3539202,total,total,total,0.668,0.778,0.557,0.69,0.405,0.652,baixo,18.49,1.85,0.52,584.62,1.59,78.35,37.62,52.33,1.98,7.04,20.2,4.16,11.58,40.54,41.4,71.68,14903,1556
2000,SP,3539608,total,total,total,0.605,0.762,0.426,0.683,0.249,0.557,médio,1.32,0.57,1.41,561.09,2.31,88.87,51.27,50.47,2.56,7.25,22.1,7.96,16.01,24.91,22.74,70.7,2504,266
2000,SP,3554656,total,total,total,0.575,0.786,0.399,0.606,0.296,0.463,muito baixo,8.54,0.41,1.96,347.11,2.5,67.36,44.94,55.93,2.19,9.75,19.3,12.76,12.96,29.61,42.63,72.17,1466,209
2000,SP,3555208,total,total,total,0.67,0.784,0.591,0.649,0.33,0.791,alto,0.0,0.42,0.0,454.37,4.56,72.55,39.34,45.21,2.35,9.82,19.6,2.63,11.98,33.02,63.15,72.04,1386,186
2000,SP,3555307,total,total,total,0.652,0.783,0.567,0.625,0.302,0.778,médio,11.31,0.0,0.0,391.28,6.18,80.4,50.34,47.41,2.39,9.17,19.7,1.51,19.04,30.16,85.75,71.95,1702,217
2000,SP,3503802,total,total,total,0.658,0.802,0.505,0.703,0.386,0.577,médio,11.43,0.64,0.62,634.06,1.89,82.37,26.56,49.45,2.07,4.93,17.6,4.85,9.75,38.62,35.72,73.13,21782,1632
2000,SP,3513504,total,total,total,0.632,0.762,0.511,0.647,0.387,0.587,médio,12.15,0.33,0.37,449.65,1.7,79.76,34.2,41.54,1.99,3.81,22.1,0.99,14.04,38.74,18.73,70.7,1115,64
2000,SP,3518701,total,total,total,0.637,0.759,0.501,0.68,0.41,0.554,médio,10.6,0.0,0.0,550.3,0.24,75.56,31.97,48.41,2.19,6.05,22.5,2.69,9.01,40.97,19.58,70.51,18304,1633
2000,SP,3537602,total,total,total,0.588,0.743,0.431,0.637,0.325,0.496,muito baixo,5.33,4.6,2.09,421.29,2.06,76.0,42.94,64.67,2.9,4.82,24.4,6.73,14.2,32.54,21.08,69.57,3021,248
2000,SP,3541000,total,total,total,0.585,0.748,0.429,0.623,0.33,0.49,muito baixo,7.77,5.37,4.2,385.27,1.31,80.16,47.39,55.88,2.75,2.41,23.7,8.2,11.07,33.03,16.52,69.91,3210,129
2000,SP,3541000,total,total,total,0.618,0.727,0.504,0.644,0.39,0.573,baixo,14.43,0.85,0.0,440.13,0.86,78.19,34.26,51.35,2.15,2.48,26.5,3.53,6.62,38.99,32.43,68.63,4096,163
2000,SP,3548500,total,total,total,0.64,0.765,0.519,0.662,0.408,0.585,médio,1.42,0.08,1.22,491.51,0.75,76.27,31.66,46.72,2.44,6.26,21.8,3.13,8.19,40.84,23.83,70.87,1441,133
2000,SP,3509502,total,total,total,0.802,0.852,0.738,0.822,0.697,0.759,muito alto,0.0,0.75,1.22,1334.74,1.29,81.38,6.42,43.55,1.39,2.02,12.9,2.71,0.99,69.68,57.12,76.11,302,9
2000,SP,3509502,total,total,total,0.847,0.872,0.763,0.914,0.774,0.757,muito alto,0.0,0.0,0.0,2355.17,1.77,78.34,4.12,33.16,1.35,6.92,11.2,5.62,0.5,77.38,67.99,77.33,398,35
2000,SP,3533403,total,total,total,0.652,0.763,0.553,0.657,0.401,0.649,médio,7.32,0.07,0.2,476.88,1.63,83.33,27.79,49.74,1.93,4.52,21.9,4.81,8.98,40.07,32.19,70.79,2627,179
2000,SP,3505708,total,total,total,0.776,0.85,0.676,0.812,0.581,0.729,alto,10.84,1.65,1.33,1250.62,1.45,77.66,16.67,47.54,1.36,2.25,13.1,3.11,2.81,58.08,50.25,76.02,713,25
2000,SP,3505708,total,total,total,0.653,0.767,0.529,0.686,0.416,0.596,baixo,29.06,0.16,0.95,572.49,0.38,84.91,26.46,51.7,2.25,1.71,21.5,2.41,6.95,41.6,27.61,71.02,4314,120
2000,SP,3513009,total,total,total,0.587,0.727,0.442,0.629,0.305,0.532,muito baixo,25.75,3.51,2.62,401.05,1.03,78.64,47.89,56.51,2.69,2.39,26.5,4.27,9.25,30.47,19.43,68.63,4281,172
2000,SP,3513801,total,total,total,0.624,0.753,0.492,0.655,0.402,0.545,baixo,13.99,0.0,0.4,472.17,0.79,80.51,31.44,40.29,2.24,2.54,23.2,5.94,5.78,40.2,24.33,70.19,1556,59
2000,SP,3513801,total,total,total,0.674,0.771,0.573,0.691,0.454,0.645,médio,16.65,0.05,0.49,590.89,0.35,82.32,23.86,40.75,1.93,4.3,21.0,4.08,5.72,45.38,36.4,71.28,3171,199
2000,SP,3515004,total,total,total,0.63,0.758,0.492,0.67,0.394,0.551,baixo,15.52,0.66,1.31,518.35,0.47,84.77,30.72,46.19,2.22,2.9,22.6,7.65,7.73,39.35,34.18,70.47,440,20
2000,SP,3515103,total,total,total,0.544,0.701,0.385,0.596,0.285,0.448,muito baixo,30.96,4.95,3.57,326.71,0.34,75.94,55.27,66.0,2.82,3.64,30.2,5.58,13.59,28.49,14.31,67.05,471,30
2000,SP,3516309,total,total,total,0.563,0.734,0.389,0.626,0.292,0.449,muito baixo,51.17,4.25,16.83,394.34,0.6,82.3,45.24,69.16,2.44,1.92,25.6,10.09,17.38,29.18,20.31,69.03,4306,153
2000,SP,3518800,total,total,total,0.555,0.703,0.406,0.599,0.298,0.475,muito baixo,21.28,1.0,3.45,333.46,0.2,83.44,53.69,58.74,2.82,1.92,29.9,6.96,11.55,29.75,20.62,67.16,1290,42
2000,SP,3523107,total,total,total,0.596,0.727,0.464,0.629,0.357,0.529,muito baixo,41.02,0.58,0.52,400.97,0.76,79.7,36.84,49.74,2.59,2.58,26.5,4.88,6.72,35.67,23.1,68.61,372,15
2000,SP,3530607,total,total,total,0.737,0.811,0.666,0.741,0.563,0.725,alto,11.77,0.0,0.53,805.15,3.15,79.73,22.21,46.01,1.78,7.69,16.8,2.82,5.75,56.27,47.96,73.64,6710,730
2000,SP,3539806,total,total,total,0.673,0.775,0.565,0.696,0.471,0.619,baixo,28.69,2.12,5.22,607.76,0.93,82.56,24.43,53.27,2.07,2.8,20.6,8.27,2.94,47.08,32.43,71.5,3918,181
2000,SP,3544103,total,total,total,0.651,0.775,0.543,0.657,0.431,0.609,baixo,33.62,0.07,1.03,475.97,1.66,77.41,33.62,47.45,2.43,3.51,20.5,4.27,8.29,43.06,34.47,71.52,10850,587
2000,SP,3547809,total,total,total,0.608,0.748,0.473,0.634,0.367,0.537,baixo,19.4,1.78,0.11,413.86,1.1,78.16,41.75,48.69,2.71,2.01,23.8,5.67,8.73,36.68,21.67,69.86,2389,78
2000,SP,3547809,total,total,total,0.608,0.748,0.473,0.634,0.367,0.537,baixo,15.86,1.78,0.11,413.86,1.1,78.16,41.75,49.08,2.71,2.19,23.8,5.67,11.37,36.68,21.67,69.86,1997,71
2000,SP,3552502,total,total,total,0.647,0.762,0.542,0.655,0.385,0.643,baixo,29.17,2.44,4.31,471.89,3.82,83.92,39.0,50.43,2.38,3.13,22.2,3.31,6.95,38.5,30.84,70.69,5105,255
2000,SP,3552502,total,total,total,0.647,0.762,0.542,0.655,0.385,0.643,baixo,19.37,2.44,4.31,471.89,3.82,83.92,39.0,51.65,2.38,6.03,22.2,3.31,8.47,38.5,30.84,70.69,721,66
2000,SP,3548708,total,total,total,0.826,0.865,0.757,0.861,0.709,0.782,alto,37.09,0.0,0.21,1698.52,1.41,83.83,7.61,34.4,1.3,8.39,11.9,2.64,1.22,70.9,64.29,76.88,13078,1407
2000,SP,3550308,total,total,total,0.624,0.738,0.512,0.645,0.393,0.584,baixo,24.0,0.11,0.26,442.24,0.34,82.31,35.71,44.01,2.35,6.34,25.1,5.31,5.9,39.34,28.41,69.27,576,51
2000,SP,3550308,total,total,total,0.615,0.748,0.487,0.638,0.386,0.546,baixo,41.64,0.58,1.98,424.38,0.3,78.67,35.42,47.74,2.45,2.14,23.8,4.94,7.25,38.63,34.53,69.86,2173,75
2000,SP,3550308,total,total,total,0.638,0.749,0.525,0.661,0.433,0.578,baixo,30.43,2.87,0.68,488.55,0.57,85.57,31.78,48.19,2.13,5.31,23.6,4.37,5.42,43.33,26.98,69.96,5547,438
2000,SP,3550308,total,total,total,0.575,0.722,0.427,0.618,0.329,0.487,muito baixo,57.15,0.0,10.39,374.28,0.19,77.61,45.92,46.09,2.66,2.75,27.2,6.77,12.01,32.92,22.96,68.3,1162,49
2000,SP,3550308,total,total,total,0.646,0.74,0.561,0.65,0.478,0.608,baixo,72.08,0.0,100.0,455.42,1.08,82.32,36.61,67.19,2.29,1.19,24.8,4.46,6.01,47.77,28.86,69.4,1215,27
2000,SP,3550308,total,total,total,0.624,0.755,0.5,0.643,0.402,0.557,baixo,45.26,0.86,7.48,438.39,0.62,82.31,35.95,50.66,2.37,1.89,23.0,5.27,11.63,40.17,23.96,70.29,1548,47
2000,SP,3550308,total,total,total,0.527,0.697,0.36,0.583,0.267,0.418,muito baixo,65.45,5.72,2.84,300.17,0.45,82.55,55.36,64.59,3.08,2.03,30.7,9.27,11.83,26.68,11.56,66.83,13799,496
2000,SP,3550308,total,total,total,0.528,0.7,0.353,0.594,0.28,0.397,muito baixo,22.93,1.27,3.36,323.29,0.62,87.2,50.72,50.75,2.94,2.97,30.4,9.6,7.97,28.02,11.16,66.98,828,39
2000,SP,3550308,total,total,total,0.717,0.812,0.61,0.744,0.538,0.65,alto,25.57,0.75,0.21,819.91,0.87,80.65,20.05,44.26,1.69,8.19,16.7,5.87,3.23,53.75,38.52,73.71,4776,544
2000,SP,3550308,total,total,total,0.615,0.748,0.487,0.638,0.386,0.546,baixo,40.47,0.58,1.98,424.38,0.3,78.67,35.42,48.05,2.45,3.2,23.8,4.94,8.78,38.63,34.53,69.86,1595,79
2000,SP,3550308,total,total,total,0.8,0.856,0.719,0.832,0.698,0.73,alto,20.14,0.0,0.0,1416.14,0.31,81.72,8.24,40.08,1.28,8.97,12.6,1.85,2.96,69.76,62.99,76.38,4150,496
2000,SP,3550308,total,total,total,0.784,0.829,0.753,0.772,0.604,0.84,alto,30.42,0.0,0.0,974.09,0.87,76.39,8.8,39.94,1.56,7.91,15.0,1.15,3.85,60.35,63.42,74.74,2595,276
2000,SP,3550308,total,total,total,0.584,0.726,0.437,0.628,0.351,0.487,muito baixo,41.75,0.97,0.57,397.43,0.38,80.63,44.25,51.75,2.57,2.45,26.7,10.84,9.14,35.14,23.34,68.56,3268,131
2000,SP,3550308,total,total,total,0.586,0.732,0.432,0.636,0.352,0.478,muito baixo,17.46,0.0,5.02,419.61,0.08,83.13,40.93,55.13,2.47,1.54,25.9,9.52,11.35,35.16,18.34,68.89,379,10
2000,SP,3550308,total,total,total,0.821,0.872,0.713,0.89,0.729,0.704,muito alto,0.0,0.0,0.0,2030.45,1.54,80.34,3.95,35.39,1.28,10.34,11.2,5.47,2.61,72.94,50.62,77.33,9348,1203
2000,SP,3550308,total,total,total,0.932,0.89,0.911,1.0,0.919,0.907,muito alto,66.67,0.0,0.0,5601.53,1.84,79.47,0.31,33.62,1.19,10.19,9.9,0.82,0.39,91.94,84.55,78.38,20003,2518
2000,SP,3550308,total,total,total,0.543,0.703,0.378,0.602,0.253,0.462,muito baixo,42.42,1.01,17.4,337.9,0.3,85.8,46.16,52.17,2.85,1.81,29.9,8.63,3.18,25.33,15.9,67.18,424,13
2000,SP,3550308,total,total,total,0.561,0.712,0.405,0.612,0.292,0.477,muito baixo,36.81,0.77,2.27,360.86,0.53,83.84,45.45,49.29,2.71,3.54,28.6,8.23,8.26,29.21,19.56,67.7,6872,377
2000,SP,3550308,total,total,total,0.544,0.701,0.385,0.596,0.285,0.448,muito baixo,65.5,4.95,3.57,326.71,0.34,75.94,55.27,60.14,2.82,2.21,30.2,5.58,14.1,28.49,14.31,67.05,3618,138
2000,SP,3550308,total,total,total,0.565,0.722,0.411,0.609,0.32,0.466,muito baixo,55.52,0.19,0.0,353.06,0.45,82.13,45.77,52.87,2.73,1.64,27.1,6.94,14.74,31.98,16.72,68.35,3191,87
2000,SP,3550308,total,total,total,0.71,0.794,0.63,0.714,0.504,0.704,alto,21.67,0.0,0.02,681.27,1.17,78.34,21.58,45.37,1.87,6.7,18.4,2.13,5.77,50.44,48.2,72.66,21206,2028
2000,SP,3550308,total,total,total,0.813,0.858,0.744,0.841,0.685,0.775,alto,32.34,0.34,0.0,1495.61,1.24,82.45,11.1,44.12,1.32,10.12,12.4,2.22,4.82,68.46,52.78,76.51,3240,444
2000,SP,3550308,total,total,total,0.723,0.818,0.613,0.754,0.568,0.638,muito alto,4.09,0.0,0.0,870.87,0.79,81.1,14.69,33.89,1.62,6.52,16.1,4.87,3.03,56.76,41.97,74.05,4401,373
2000,SP,3550308,total,total,total,0.535,0.699,0.372,0.588,0.271,0.435,muito baixo,39.23,0.43,5.21,310.91,0.15,79.84,52.99,59.56,3.02,2.35,30.5,5.77,16.93,27.08,8.95,66.93,762,31
2000,SP,3550308,total,total,total,0.691,0.789,0.597,0.699,0.512,0.644,médio,27.99,0.14,0.3,619.13,0.11,83.8,22.01,46.8,1.94,7.2,19.0,3.53,4.98,51.24,34.1,72.35,5965,615
2000,SP,3550308,total,total,total,0.813,0.859,0.739,0.846,0.67,0.776,muito alto,0.0,0.0,0.0,1542.12,1.04,84.25,7.78,43.37,1.31,11.3,12.3,4.77,2.26,66.97,58.56,76.54,10814,1600
2000,SP,3550308,total,total,total,0.793,0.841,0.749,0.792,0.696,0.777,alto,37.33,0.0,0.0,1105.86,1.04,86.94,8.78,44.19,1.41,8.65,13.9,2.66,2.85,69.6,63.36,75.45,1019,120
2000,SP,3550308,total,total,total,0.709,0.807,0.598,0.738,0.537,0.632,alto,13.33,0.0,0.0,788.22,0.65,84.06,14.21,49.72,1.74,5.72,17.2,6.64,8.15,53.69,43.28,73.4,540,46
2000,SP,3550308,total,total,total,0.637,0.723,0.57,0.627,0.424,0.661,baixo,35.26,0.07,0.73,394.87,0.75,80.16,42.77,66.77,2.53,2.19,27.1,3.13,20.11,42.35,36.64,68.38,875,35
2000,SP,3550308,total,total,total,0.83,0.858,0.797,0.837,0.744,0.825,muito alto,16.24,0.0,0.18,1465.3,0.89,83.83,4.24,40.99,1.32,7.28,12.4,1.81,1.28,74.39,64.77,76.46,2824,278
2000,SP,3550308,total,total,total,0.827,0.863,0.763,0.857,0.722,0.785,alto,25.62,0.0,0.45,1661.46,2.41,82.66,6.54,37.39,1.31,3.84,12.0,2.64,0.46,72.16,64.68,76.8,436,23
2000,SP,3550308,total,total,total,0.852,0.87,0.81,0.878,0.707,0.868,muito alto,0.0,0.0,0.0,1889.38,1.64,80.93,4.53,46.38,1.25,15.13,11.5,1.28,2.21,70.7,68.24,77.18,12841,2456
2000,SP,3550308,total,total,total,0.773,0.821,0.741,0.759,0.64,0.797,alto,16.84,0.02,0.46,900.94,1.52,80.43,12.56,42.87,1.44,9.99,15.7,1.49,3.5,64.05,59.47,74.28,915,122
2000,SP,3524402,total,total,total,0.727,0.828,0.647,0.715,0.572,0.689,muito alto,0.0,0.19,1.07,684.81,0.99,77.14,25.88,40.59,1.8,3.18,15.0,0.83,2.47,57.15,42.75,74.71,2796,131
2000,SP,3527207,total,total,total,0.685,0.796,0.598,0.674,0.49,0.661,alto,0.0,0.23,0.84,531.21,1.37,67.37,34.19,49.77,2.33,6.5,18.3,4.75,5.83,49.0,43.65,72.76,13144,1271
2000,SP,3538006,total,total,total,0.574,0.744,0.434,0.585,0.324,0.503,muito baixo,9.1,1.37,1.09,304.75,0.67,72.33,57.69,61.6,3.34,2.82,24.2,6.98,8.69,32.37,25.06,69.66,8771,426
2000,SP,3540754,total,total,total,0.6,0.724,0.485,0.616,0.348,0.573,médio,1.47,1.98,1.15,369.73,1.67,81.15,47.16,53.75,2.78,3.83,27.0,4.41,9.04,34.75,24.76,68.42,8448,521
2010,MG,3114501,total,total,total,0.7,0.85,0.583,0.694,0.383,0.718,muito alto,3.24,0.17,0.62,599.63,6.87,81.76,25.83,44.49,1.63,8.6,13.8,4.42,5.55,38.33,36.23,75.99,12438,1466
2010,MG,3122702,total,total,total,0.709,0.847,0.636,0.661,0.387,0.816,muito alto,1.73,0.0,1.19,488.84,7.46,63.0,31.75,50.57,1.52,14.93,14.1,2.39,10.53,38.72,50.48,75.8,3970,776
2010,MG,3127354,total,total,total,0.68,0.812,0.667,0.579,0.418,0.843,baixo,21.18,12.45,5.06,293.97,28.49,55.08,59.7,52.92,1.96,9.79,17.4,0.25,14.0,41.76,67.92,73.72,2071,290
2010,MG,3127701,total,total,total,0.726,0.834,0.643,0.714,0.549,0.697,muito alto,2.89,0.62,1.9,678.74,2.01,73.04,29.84,46.11,2.05,8.12,14.66,2.77,8.06,54.91,40.9,75.06,186557,21404
2010,MG,3135001,total,total,total,0.679,0.856,0.548,0.667,0.39,0.65,alto,0.0,1.02,0.0,508.65,4.98,65.23,30.13,44.31,1.87,8.43,13.3,0.93,10.95,38.99,32.33,76.35,2165,252
2010,MG,3136959,total,total,total,0.593,0.776,0.501,0.535,0.341,0.608,muito baixo,8.37,18.38,36.82,223.32,15.5,60.99,73.67,58.47,2.58,7.15,21.2,3.29,25.36,34.14,32.49,71.57,3592,408
2010,MG,3142254,total,total,total,0.594,0.781,0.492,0.544,0.297,0.634,muito baixo,6.73,13.72,13.51,235.64,27.44,56.57,70.23,63.11,2.4,8.95,20.6,4.01,28.17,29.66,27.02,71.88,2900,407
2010,MG,3144508,total,total,total,0.69,0.83,0.597,0.662,0.431,0.703,alto,4.14,0.07,1.58,491.13,3.85,69.73,40.4,47.51,2.06,8.85,15.6,1.22,9.49,43.09,41.01,74.82,5670,704
2010,MG,3148103,total,total,total,0.728,0.852,0.627,0.723,0.485,0.713,muito alto,8.63,0.27,0.79,720.59,3.19,79.75,21.18,43.7,2.08,7.11,13.6,2.09,6.92,48.46,42.31,76.14,58734,5867
2010,MG,3150505,total,total,total,0.686,0.832,0.556,0.697,0.346,0.705,alto,4.75,0.0,0.82,613.61,4.21,79.01,22.95,40.31,1.56,8.21,15.4,2.41,9.18,34.6,34.64,74.93,6123,676
2010,MG,3157401,total,total,total,0.625,0.815,0.484,0.618,0.286,0.63,médio,8.72,1.72,5.49,374.23,15.72,54.91,50.45,54.74,1.88,13.26,17.1,2.82,16.69,28.65,18.26,73.91,3596,662
2010,MG,3159357,total,total,total,0.613,0.791,0.464,0.627,0.285,0.592,médio,4.39,0.07,2.28,395.61,5.18,68.28,46.6,47.65,2.26,8.37,19.5,4.27,17.39,28.52,23.72,72.48,4601,548
2010,MG,3166105,total,total,total,0.565,0.802,0.378,0.595,0.172,0.56,baixo,2.55,4.6,22.88,324.4,23.25,57.11,56.44,65.73,2.24,13.1,18.4,2.26,20.29,17.18,17.36,73.1,2351,458
2010,MG,3166501,total,total,total,0.557,0.809,0.397,0.537,0.274,0.479,muito baixo,4.56,17.87,22.89,226.22,19.71,61.18,70.3,66.4,2.43,7.37,17.6,9.2,29.19,27.35,20.56,73.55,2528,311
2010,MG,3161700,total,total,total,0.67,0.796,0.568,0.665,0.365,0.709,alto,4.85,1.79,2.5,502.57,5.6,75.55,36.56,53.27,2.66,8.11,19.0,1.8,12.6,36.49,43.15,72.75,4239,508
2010,MG,3168002,total,total,total,0.67,0.815,0.577,0.639,0.391,0.701,médio,5.15,9.84,1.72,426.91,8.27,76.92,49.22,50.03,1.84,7.94,17.1,1.65,19.18,39.06,32.24,73.9,21132,2454
2010,MG,3100609,total,total,total,0.576,0.799,0.403,0.594,0.247,0.514,muito baixo,9.11,13.48,17.52,322.12,17.44,66.96,60.09,63.09,2.43,7.96,18.7,7.12,30.15,24.73,22.78,72.94,9468,1209
2010,MG,3106200,total,total,total,0.764,0.863,0.701,0.737,0.617,0.747,alto,15.67,0.0,0.0,785.23,1.49,72.94,17.58,39.83,1.58,8.11,12.7,3.26,5.45,61.67,38.91,76.8,752,82
2010,MG,3106200,total,total,total,0.652,0.772,0.569,0.632,0.464,0.631,médio,23.3,1.55,2.56,408.57,0.0,81.98,35.75,41.76,2.37,5.94,21.6,1.23,5.93,46.38,28.19,71.33,540,47
2010,MG,3106200,total,total,total,0.683,0.825,0.564,0.686,0.432,0.645,médio,11.79,0.23,0.12,569.8,1.09,80.51,33.27,45.94,2.03,4.69,16.1,2.29,5.54,43.16,32.55,74.49,849,59
2010,MG,3106200,total,total,total,0.779,0.868,0.734,0.741,0.692,0.756,muito alto,27.04,0.0,0.0,805.05,1.23,75.57,11.37,34.78,1.5,6.72,12.3,3.1,2.14,69.18,56.21,77.06,27236,2397
2010,MG,3106200,total,total,total,0.894,0.922,0.865,0.896,0.854,0.87,muito alto,19.89,0.0,0.0,2116.95,0.93,74.7,2.56,36.12,1.18,8.59,8.3,1.22,4.97,85.41,71.09,80.31,503,56
2010,MG,3106200,total,total,total,0.866,0.911,0.844,0.846,0.825,0.853,muito alto,32.49,0.0,0.0,1544.29,1.7,76.47,5.17,32.2,1.24,3.42,9.1,0.56,1.01,82.52,68.83,79.66,4355,199
2010,MG,3106200,total,total,total,0.685,0.823,0.58,0.674,0.482,0.636,médio,32.29,0.34,0.1,529.29,1.27,80.43,24.57,45.45,2.07,4.58,16.3,3.06,6.45,48.15,33.37,74.37,1210,82
2010,MG,3118601,total,total,total,0.894,0.924,0.847,0.913,0.82,0.861,muito alto,9.49,0.4,0.12,2349.01,2.03,76.13,6.71,20.52,1.27,0.29,8.2,0.42,0.0,81.99,74.95,80.44,566,2
2010,MG,3130101,total,total,total,0.606,0.743,0.483,0.622,0.335,0.58,baixo,20.74,1.96,9.76,383.66,2.21,72.07,39.98,56.77,2.51,5.62,25.1,6.63,13.26,33.46,12.04,69.58,1063,95
2010,MG,3154606,total,total,total,0.687,0.793,0.626,0.654,0.505,0.697,médio,37.7,0.18,0.99,468.18,0.67,84.3,30.54,42.09,2.0,3.69,19.3,2.74,5.61,50.47,33.77,72.59,12404,672
2010,MG,3109451,total,total,total,0.648,0.788,0.543,0.638,0.363,0.663,médio,11.11,1.92,1.69,424.47,7.68,76.49,44.7,52.84,2.72,7.14,19.9,1.81,15.67,36.3,35.75,72.25,4301,461
2010,SP,3504404,total,total,total,0.705,0.817,0.624,0.688,0.518,0.684,muito alto,10.68,0.0,0.14,579.71,1.87,77.86,24.46,46.09,2.29,6.45,16.3,2.79,9.24,51.82,29.75,74.0,7088,730
2010,SP,3515509,total,total,total,0.797,0.872,0.758,0.767,0.595,0.855,muito alto,4.45,0.0,0.13,944.0,1.63,69.5,10.2,41.56,1.64,11.35,12.82,0.61,6.2,59.54,68.07,77.31,50044,7344
2010,SP,3523503,total,total,total,0.705,0.841,0.609,0.685,0.484,0.684,alto,12.68,0.06,0.19,568.58,2.09,77.88,24.97,48.39,2.46,6.56,14.1,2.04,8.67,48.43,41.59,75.44,12334,1184
2010,SP,3542602,total,total,total,0.754,0.851,0.702,0.718,0.572,0.778,muito alto,3.04,2.14,2.1,699.41,3.24,73.86,29.5,49.74,1.95,8.41,13.1,2.69,5.94,57.15,49.36,76.08,37835,4566
2010,SP,3544004,total,total,total,0.759,0.841,0.7,0.741,0.602,0.755,muito alto,12.45,0.0,0.66,804.0,0.69,74.95,14.39,41.62,2.01,6.24,14.0,1.56,6.48,60.19,54.04,75.49,21245,1842
2010,SP,3550407,total,total,total,0.755,0.863,0.674,0.741,0.539,0.753,muito alto,2.97,0.68,0.73,803.02,3.43,70.07,16.24,46.85,1.7,10.96,11.2,5.21,5.49,53.91,50.3,76.78,23458,3471
2010,SP,3553104,total,total,total,0.71,0.814,0.628,0.701,0.421,0.767,muito alto,4.63,0.0,0.38,626.12,1.42,75.66,20.72,48.08,2.04,10.71,16.6,2.21,11.67,42.1,48.05,73.84,4242,631
2010,SP,3515103,total,total,total,0.749,0.834,0.708,0.713,0.601,0.768,alto,32.33,3.74,2.31,676.52,1.73,81.78,25.12,46.68,1.93,6.31,14.7,2.93,6.45,60.1,55.42,75.01,43291,3963
